source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sample type]	characteristics[control material]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[acquisition date]	comment[cohort]	comment[MS batch]	comment[sample preparation batch]	comment[plate]	comment[plate row]	comment[plate column]	comment[injection order]	comment[annotation provenance]	factor value[control material]
20200818_TOF1_AF_106_MKeller-PACovid_P1_D3	Homo sapiens	blood plasma	not applicable	pooled	quality control sample	SP.QC.Plasma	20200818_TOF1_AF_106_MKeller-PACovid_P1_D3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200818_TOF1_AF_106_MKeller-PACovid_P1_D3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-08-18	Innsbruck	1	1	1	D	3	106	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	SP.QC.Plasma
20200818_TOF1_AF_107_MKeller-PACovid_QC_009	Homo sapiens	blood plasma	not applicable	pooled	quality control sample	MS.QC	20200818_TOF1_AF_107_MKeller-PACovid_QC_009	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200818_TOF1_AF_107_MKeller-PACovid_QC_009.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-08-18	Innsbruck	1	0	not available	not available	not available	107	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	MS.QC
20200818_TOF1_AF_118_MKeller-PACovid_P2_F1	Homo sapiens	blood serum	not applicable	1	quality control sample	SP.QC.Serum	20200818_TOF1_AF_118_MKeller-PACovid_P2_F1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200818_TOF1_AF_118_MKeller-PACovid_P2_F1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-08-18	Innsbruck	1	1	2	F	1	118	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	SP.QC.Serum
20200818_TOF1_AF_119_MKeller-PACovid_QC_010	Homo sapiens	blood plasma	not applicable	pooled	quality control sample	MS.QC	20200818_TOF1_AF_119_MKeller-PACovid_QC_010	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200818_TOF1_AF_119_MKeller-PACovid_QC_010.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-08-18	Innsbruck	1	0	not available	not available	not available	119	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	MS.QC
20200818_TOF1_AF_132_MKeller-PACovid_QC_011	Homo sapiens	blood plasma	not applicable	pooled	quality control sample	MS.QC	20200818_TOF1_AF_132_MKeller-PACovid_QC_011	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200818_TOF1_AF_132_MKeller-PACovid_QC_011.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-08-18	Innsbruck	1	0	not available	not available	not available	132	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	MS.QC
20200818_TOF1_AF_144_MKeller-PACovid_QC_012	Homo sapiens	blood plasma	not applicable	pooled	quality control sample	MS.QC	20200818_TOF1_AF_144_MKeller-PACovid_QC_012	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200818_TOF1_AF_144_MKeller-PACovid_QC_012.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-08-18	Innsbruck	1	0	not available	not available	not available	144	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	MS.QC
20200818_TOF1_AF_148_MKeller-PACovid_P1_D12	Homo sapiens	blood serum	not applicable	1	quality control sample	SP.QC.Serum	20200818_TOF1_AF_148_MKeller-PACovid_P1_D12	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200818_TOF1_AF_148_MKeller-PACovid_P1_D12.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-08-18	Innsbruck	1	1	1	D	12	148	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	SP.QC.Serum
20200818_TOF1_AF_151_MKeller-PACovid_P2_B5	Homo sapiens	blood plasma	not applicable	pooled	quality control sample	SP.QC.Plasma	20200818_TOF1_AF_151_MKeller-PACovid_P2_B5	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200818_TOF1_AF_151_MKeller-PACovid_P2_B5.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-08-18	Innsbruck	1	1	2	B	5	151	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	SP.QC.Plasma
20200818_TOF1_AF_157_MKeller-PACovid_P1_A4	Homo sapiens	blood plasma	not applicable	pooled	quality control sample	SP.QC.Plasma	20200818_TOF1_AF_157_MKeller-PACovid_P1_A4	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200818_TOF1_AF_157_MKeller-PACovid_P1_A4.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-08-18	Innsbruck	1	1	1	A	4	157	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	SP.QC.Plasma
20200819_TOF1_AF_008_FlorianKurthValidation_QC_001	Homo sapiens	blood plasma	not applicable	pooled	quality control sample	MS.QC	20200819_TOF1_AF_008_FlorianKurthValidation_QC_001	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200819_TOF1_AF_008_FlorianKurthValidation_QC_001.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-08-19	Charite	3	4	NA	NA	NA	1116	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	MS.QC
20200819_TOF1_AF_014_FlorianKurthValidation_PlasmaBatch_001	Homo sapiens	blood plasma	not applicable	1	quality control sample	PlasmaBatch	20200819_TOF1_AF_014_FlorianKurthValidation_PlasmaBatch_001	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200819_TOF1_AF_014_FlorianKurthValidation_PlasmaBatch_001.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-08-19	Charite	3	4	NA	NA	NA	1122	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	PlasmaBatch
20200819_TOF1_AF_020_FlorianKurthValidation_ZeBanCBatch_001	Homo sapiens	blood plasma	not applicable	1	quality control sample	ZeBanCBatch	20200819_TOF1_AF_020_FlorianKurthValidation_ZeBanCBatch_001	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200819_TOF1_AF_020_FlorianKurthValidation_ZeBanCBatch_001.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-08-19	Charite	3	4	NA	NA	NA	1128	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	ZeBanCBatch
20200819_TOF1_AF_022_FlorianKurthValidation_P1_B3	Homo sapiens	blood plasma	not applicable	pooled	quality control sample	SP.QC.Plasma	20200819_TOF1_AF_022_FlorianKurthValidation_P1_B3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200819_TOF1_AF_022_FlorianKurthValidation_P1_B3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-08-19	Charite	3	5	12	B	3	1130	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	SP.QC.Plasma
20200819_TOF1_AF_026_FlorianKurthValidation_PlasmaBatch_002	Homo sapiens	blood plasma	not applicable	1	quality control sample	PlasmaBatch	20200819_TOF1_AF_026_FlorianKurthValidation_PlasmaBatch_002	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200819_TOF1_AF_026_FlorianKurthValidation_PlasmaBatch_002.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-08-19	Charite	3	4	NA	NA	NA	1134	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	PlasmaBatch
20200819_TOF1_AF_030_FlorianKurthValidation_P1_E7	Homo sapiens	blood plasma	not applicable	pooled	quality control sample	SP.QC.Plasma	20200819_TOF1_AF_030_FlorianKurthValidation_P1_E7	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200819_TOF1_AF_030_FlorianKurthValidation_P1_E7.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-08-19	Charite	3	5	12	E	7	1138	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	SP.QC.Plasma
20200819_TOF1_AF_031_FlorianKurthValidation_P1_C8	Homo sapiens	blood plasma	not applicable	pooled	quality control sample	SP.QC.Plasma	20200819_TOF1_AF_031_FlorianKurthValidation_P1_C8	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200819_TOF1_AF_031_FlorianKurthValidation_P1_C8.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-08-19	Charite	3	5	12	C	8	1139	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	SP.QC.Plasma
20200819_TOF1_AF_032_FlorianKurthValidation_QC_002	Homo sapiens	blood plasma	not applicable	pooled	quality control sample	MS.QC	20200819_TOF1_AF_032_FlorianKurthValidation_QC_002	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200819_TOF1_AF_032_FlorianKurthValidation_QC_002.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-08-19	Charite	3	4	NA	NA	NA	1140	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	MS.QC
20200819_TOF1_AF_039_FlorianKurthValidation_ZeBanCBatch_002	Homo sapiens	blood plasma	not applicable	1	quality control sample	ZeBanCBatch	20200819_TOF1_AF_039_FlorianKurthValidation_ZeBanCBatch_002	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200819_TOF1_AF_039_FlorianKurthValidation_ZeBanCBatch_002.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-08-19	Charite	3	4	NA	NA	NA	1147	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	ZeBanCBatch
20200819_TOF1_AF_041_FlorianKurthValidation_P1_H10	Homo sapiens	blood plasma	not applicable	pooled	quality control sample	SP.QC.Plasma	20200819_TOF1_AF_041_FlorianKurthValidation_P1_H10	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200819_TOF1_AF_041_FlorianKurthValidation_P1_H10.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-08-19	Charite	3	5	12	H	10	1149	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	SP.QC.Plasma
